building_id,hour,kwh_usage
red_stadium,20,5.043073
red_stadium,21,6.263028
red_stadium,22,7.420765
red_stadium,23,7.194473
red_stadium,0,7.857133
red_warehouse,1,5.533113
red_warehouse,2,5.614191
red_warehouse,3,6.446072
red_warehouse,4,7.635859
red_warehouse,5,8.676393
red_warehouse,6,9.091617
red_warehouse,7,9.684758
red_warehouse,8,9.294690
red_warehouse,9,7.905900
red_warehouse,10,6.032231
red_warehouse,11,5.298630
red_warehouse,12,5.129471
red_warehouse,13,6.544034
red_warehouse,14,7.790317
red_warehouse,15,10.741916
red_warehouse,16,13.615671
red_warehouse,17,16.403623
red_warehouse,18,17.177803
red_warehouse,19,18.050486
red_warehouse,20,16.263482
red_warehouse,21,14.522565
red_warehouse,22,11.314924
red_warehouse,23,8.853133
red_warehouse,0,5.946591
red_market,1,2.180325
red_market,2,2.070175
red_market,3,1.774643
red_market,4,1.225439
red_market,5,1.853418
red_market,6,1.823879
red_market,7,1.874372
red_market,8,1.438030
red_market,9,1.660010
red_market,10,1.893865
red_market,11,2.432401
red_market,12,2.332221
red_market,13,2.811394
red_market,14,2.534311
red_market,15,2.516590
red_market,16,1.759412
red_market,17,2.218579
red_market,18,2.058543
red_market,19,1.425993
red_market,20,1.753249
red_market,21,1.297606
red_market,22,1.317798
red_market,23,1.800628
red_market,0,1.967369
red_hydroelectric_plant,1,2.818010
red_hydroelectric_plant,2,2.483974
red_hydroelectric_plant,3,2.858100
red_hydroelectric_plant,4,3.870105
red_hydroelectric_plant,5,3.456629
red_hydroelectric_plant,6,3.623686
red_hydroelectric_plant,7,2.877308
red_hydroelectric_plant,8,3.117076
red_hydroelectric_plant,9,2.731988
red_hydroelectric_plant,10,1.893779
red_hydroelectric_plant,11,1.966225
red_hydroelectric_plant,12,3.282152
red_hydroelectric_plant,13,3.306487
red_hydroelectric_plant,14,4.836029
red_hydroelectric_plant,15,5.284043
red_hydroelectric_plant,16,5.439096
red_hydroelectric_plant,17,5.680707
red_hydroelectric_plant,18,5.731095
red_hydroelectric_plant,19,5.404715
red_hydroelectric_plant,20,4.532328
red_hydroelectric_plant,21,4.034021
red_hydroelectric_plant,22,3.160647
red_hydroelectric_plant,23,2.106389
red_hydroelectric_plant,0,1.969712
red_windmill,1,9.826359
red_windmill,2,9.873939
red_windmill,3,8.769833
red_windmill,4,7.352068
red_windmill,5,5.696865
red_windmill,6,4.633293
red_windmill,7,5.465174
red_windmill,8,6.492852
red_windmill,9,8.546109
red_windmill,10,12.299232
red_windmill,11,15.457349
red_windmill,12,18.335463
red_windmill,13,19.116908
red_windmill,14,18.831360
red_windmill,15,17.660654
red_windmill,16,14.658229
red_windmill,17,11.582308
red_windmill,18,8.182306
red_windmill,19,6.144046
red_windmill,20,4.977301
red_windmill,21,5.293827
red_windmill,22,5.804786
red_windmill,23,7.720256
red_windmill,0,9.302145
red_opera_house,1,7.782905
red_opera_house,2,8.994801
red_opera_house,3,9.726309
red_opera_house,4,9.558957
red_opera_house,5,8.715665
red_opera_house,6,6.722063
red_opera_house,7,5.567651
red_opera_house,8,4.757979
red_opera_house,9,5.291158
red_opera_house,10,7.066303
red_opera_house,11,9.272133
red_opera_house,12,12.583107
red_opera_house,13,15.071477
red_opera_house,14,16.937842
red_opera_house,15,18.095385
red_opera_house,16,17.199655
red_opera_house,17,16.185247
red_opera_house,18,13.229044
red_opera_house,19,10.127097
red_opera_house,20,7.420686
red_opera_house,21,6.070678
red_opera_house,22,4.744502
red_opera_house,23,5.625514
red_opera_house,0,6.345407
red_gymnaisum,1,3.307057
red_gymnaisum,2,3.383076
red_gymnaisum,3,3.977542
red_gymnaisum,4,3.885114
red_gymnaisum,5,3.441674
red_gymnaisum,6,2.800602
red_gymnaisum,7,2.491229
red_gymnaisum,8,2.217476
red_gymnaisum,9,2.397882
red_gymnaisum,10,3.493362
red_gymnaisum,11,4.093299
red_gymnaisum,12,5.188417
red_gymnaisum,13,5.973057
red_gymnaisum,14,6.568613
red_gymnaisum,15,6.970595
red_gymnaisum,16,6.396540
red_gymnaisum,17,5.468807
red_gymnaisum,18,4.502547
red_gymnaisum,19,3.909117
red_gymnaisum,20,2.629349
red_gymnaisum,21,2.217249
red_gymnaisum,22,2.505416
red_gymnaisum,23,2.552531
red_gymnaisum,0,2.858455
red_school,1,3.687844
red_school,2,4.516115
red_school,3,5.131255
red_school,4,5.201927
red_school,5,5.092893
red_school,6,4.100105
red_school,7,3.831166
red_school,8,2.671047
red_school,9,2.357436
red_school,10,3.343635
red_school,11,3.922757
red_school,12,4.201712
red_school,13,5.709815
red_school,14,7.533577
red_school,15,7.886901
red_school,16,8.331228
red_school,17,8.335200
red_school,18,7.597031
red_school,19,6.658089
red_school,20,5.077614
red_school,21,3.549061
red_school,22,2.739249
red_school,23,2.358428
red_school,0,2.749444
red_taco_truck,1,9.735494
red_taco_truck,2,10.582163
red_taco_truck,3,9.319631
red_taco_truck,4,8.660462
red_taco_truck,5,7.003364
red_taco_truck,6,5.310782
red_taco_truck,7,5.376171
red_taco_truck,8,6.580816
red_taco_truck,9,8.357216
red_taco_truck,10,11.003980
red_taco_truck,11,14.409085
red_taco_truck,12,16.721961
red_taco_truck,13,18.852316
red_taco_truck,14,18.906458
red_taco_truck,15,17.591705
red_taco_truck,16,15.368771
red_taco_truck,17,12.404790
red_taco_truck,18,8.907734
red_taco_truck,19,6.710068
red_taco_truck,20,6.021880
red_taco_truck,21,5.167851
red_taco_truck,22,5.772565
red_taco_truck,23,7.294168
red_taco_truck,0,9.456573
red_base,1,9.562598
red_base,2,8.969943
red_base,3,7.382733
red_base,4,5.815386
red_base,5,4.835194
red_base,6,5.108898
red_base,7,7.101703
red_base,8,10.016745
red_base,9,13.091233
red_base,10,15.879333
red_base,11,18.801123
red_base,12,19.539271
red_base,13,18.516893
red_base,14,17.291115
red_base,15,13.880648
red_base,16,10.847782
red_base,17,7.584167
red_base,18,5.813215
red_base,19,5.315183
red_base,20,5.574928
red_base,21,6.425304
red_base,22,8.717755
red_base,23,9.796137
red_base,0,10.552418
red_houseboat,1,7.959243
red_houseboat,2,6.533571
red_houseboat,3,5.868046
red_houseboat,4,4.477841
red_houseboat,5,4.555804
red_houseboat,6,4.603926
red_houseboat,7,6.027100
red_houseboat,8,8.612184
red_houseboat,9,10.595529
red_houseboat,10,12.911006
red_houseboat,11,14.394070
red_houseboat,12,14.699092
red_houseboat,13,14.611661
red_houseboat,14,12.831772
red_houseboat,15,10.792391
red_houseboat,16,8.055231
red_houseboat,17,6.124902
red_houseboat,18,4.263157
red_houseboat,19,4.062233
red_houseboat,20,4.709922
red_houseboat,21,5.619593
red_houseboat,22,7.374569
red_houseboat,23,8.202210
red_houseboat,0,8.562374
red_hospital,1,6.690785
red_hospital,2,8.881557
red_hospital,3,10.108156
red_hospital,4,10.498825
red_hospital,5,10.380203
red_hospital,6,9.156250
red_hospital,7,7.363876
red_hospital,8,6.308027
red_hospital,9,5.444323
red_hospital,10,5.268994
red_hospital,11,7.194422
red_hospital,12,10.038309
red_hospital,13,13.355460
red_hospital,14,16.312064
red_hospital,15,18.731948
red_hospital,16,19.278974
red_hospital,17,19.745679
red_hospital,18,17.527748
red_hospital,19,14.707751
red_hospital,20,11.407596
red_hospital,21,8.253488
red_hospital,22,5.734796
red_hospital,23,5.047723
red_hospital,0,5.159063
red_aquarium,1,3.215098
red_aquarium,2,3.118549
red_aquarium,3,4.224083
red_aquarium,4,4.976042
red_aquarium,5,5.019813
red_aquarium,6,6.057122
red_aquarium,7,5.449367
red_aquarium,8,5.711401
red_aquarium,9,4.707282
red_aquarium,10,3.547444
red_aquarium,11,3.547430
red_aquarium,12,3.723659
red_aquarium,13,3.769180
red_aquarium,14,5.759553
red_aquarium,15,6.903823
red_aquarium,16,8.515205
red_aquarium,17,10.186206
red_aquarium,18,10.786699
red_aquarium,19,10.422762
red_aquarium,20,9.620173
red_aquarium,21,8.400680
red_aquarium,22,6.356981
red_aquarium,23,5.187394
red_aquarium,0,3.299173
blue_house,1,3.040413
blue_house,2,3.356798
blue_house,3,2.352565
blue_house,4,2.367412
blue_house,5,2.358058
blue_house,6,2.587768
blue_house,7,2.544994
blue_house,8,3.973437
blue_house,9,4.661933
blue_house,10,5.815086
blue_house,11,5.765435
blue_house,12,5.865959
blue_house,13,5.564944
blue_house,14,5.442538
blue_house,15,4.445315
blue_house,16,3.191290
blue_house,17,2.185492
blue_house,18,2.369160
blue_house,19,1.529644
blue_house,20,2.247783
blue_house,21,2.723211
blue_house,22,3.284834
blue_house,23,3.361814
blue_house,0,3.404523
blue_museum,1,8.206737
blue_museum,2,8.597952
blue_museum,3,7.584385
blue_museum,4,6.950075
blue_museum,5,5.885537
blue_museum,6,4.837804
blue_museum,7,4.499527
blue_museum,8,4.679885
blue_museum,9,6.020774
blue_museum,10,8.233878
blue_museum,11,11.232735
blue_museum,12,13.535636
blue_museum,13,15.151950
blue_museum,14,15.801049
blue_museum,15,15.365081
blue_museum,16,14.130688
blue_museum,17,10.931088
blue_museum,18,8.122673
blue_museum,19,6.565214
blue_museum,20,4.150005
blue_museum,21,3.941902
blue_museum,22,3.998967
blue_museum,23,5.618808
blue_museum,0,7.091903
blue_office,1,6.964764
blue_office,2,7.000316
blue_office,3,5.907021
blue_office,4,5.504890
blue_office,5,4.538526
blue_office,6,3.502865
blue_office,7,3.185446
blue_office,8,4.570795
blue_office,9,5.339618
blue_office,10,7.561544
blue_office,11,10.340173
blue_office,12,11.621992
blue_office,13,12.645627
blue_office,14,13.399991
blue_office,15,12.507554
blue_office,16,10.270414
blue_office,17,8.701961
blue_office,18,5.604639
blue_office,19,4.364695
blue_office,20,3.875983
blue_office,21,3.928297
blue_office,22,4.056840
blue_office,23,4.979055
blue_office,0,6.438888
blue_planetarium,1,1.092466
blue_planetarium,2,1.441813
blue_planetarium,3,1.378929
blue_planetarium,4,0.982959
blue_planetarium,5,1.436557
blue_planetarium,6,1.110952
blue_planetarium,7,1.770882
blue_planetarium,8,1.947391
blue_planetarium,9,1.641256
blue_planetarium,10,2.150401
blue_planetarium,11,2.192596
blue_planetarium,12,2.044353
blue_planetarium,13,1.567128
blue_planetarium,14,1.424021
blue_planetarium,15,1.322793
blue_planetarium,16,1.180888
blue_planetarium,17,0.841074
blue_planetarium,18,0.909990
blue_planetarium,19,1.177453
blue_planetarium,20,0.885238
blue_planetarium,21,1.637092
blue_planetarium,22,0.906554
blue_planetarium,23,1.728196
blue_planetarium,0,1.463087
blue_birdhouse,1,1.534010
blue_birdhouse,2,2.335088
blue_birdhouse,3,1.799473
blue_birdhouse,4,1.146448
blue_birdhouse,5,1.536720
blue_birdhouse,6,1.804058
blue_birdhouse,7,1.179009
blue_birdhouse,8,1.546356
blue_birdhouse,9,2.142534
blue_birdhouse,10,2.481941
blue_birdhouse,11,2.734875
blue_birdhouse,12,2.786449
blue_birdhouse,13,3.481985
blue_birdhouse,14,3.370068
blue_birdhouse,15,2.913281
blue_birdhouse,16,2.316961
blue_birdhouse,17,1.401639
blue_birdhouse,18,1.003199
blue_birdhouse,19,1.526059
blue_birdhouse,20,0.923669
blue_birdhouse,21,1.673746
blue_birdhouse,22,1.376687
blue_birdhouse,23,2.352798
blue_birdhouse,0,1.636004
blue_stadium,1,2.298186
blue_stadium,2,1.747255
blue_stadium,3,1.499953
blue_stadium,4,1.557153
blue_stadium,5,1.214135
blue_stadium,6,1.465870
blue_stadium,7,2.506386
blue_stadium,8,2.600340
blue_stadium,9,2.822318
blue_stadium,10,3.300359
blue_stadium,11,3.980819
blue_stadium,12,3.648576
blue_stadium,13,3.372507
blue_stadium,14,2.944948
blue_stadium,15,2.767912
blue_stadium,16,2.435872
blue_stadium,17,2.128333
blue_stadium,18,2.035151
blue_stadium,19,1.919627
blue_stadium,20,1.909847
blue_stadium,21,2.029305
blue_stadium,22,2.114910
blue_stadium,23,2.580108
blue_stadium,0,2.879906
blue_warehouse,1,3.692368
blue_warehouse,2,3.569962
blue_warehouse,3,3.337882
blue_warehouse,4,3.536873
blue_warehouse,5,2.894165
blue_warehouse,6,3.116669
blue_warehouse,7,2.005482
blue_warehouse,8,1.718267
blue_warehouse,9,2.360905
blue_warehouse,10,3.421345
blue_warehouse,11,4.100102
blue_warehouse,12,5.116066
blue_warehouse,13,6.493499
blue_warehouse,14,6.861723
blue_warehouse,15,6.702325
blue_warehouse,16,6.727597
blue_warehouse,17,5.381404
blue_warehouse,18,4.160521
blue_warehouse,19,3.200860
blue_warehouse,20,2.657056
blue_warehouse,21,2.635412
blue_warehouse,22,2.631372
blue_warehouse,23,2.509309
blue_warehouse,0,2.778805
blue_market,1,4.248128
blue_market,2,3.489567
blue_market,3,3.167642
blue_market,4,2.339650
blue_market,5,2.743708
blue_market,6,3.559990
